"","id","famrel_1997","sex","bmonth","byear","praised","prelpref","psraised","psrelpref","agemon_1997","ageyear_1997","samplesype","race","famrel_1998","agemon_1998","ageyear_1998","famrel_1999","agemon_1999","ageyear_1999","famrel_2000","attend_2000","agemon_2000","ageyear_2000","attend_2001","agemon_2001","ageyear_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","ageyear_2002","agemon_2003","ageyear_2003","attend_2003","agemon_2004","ageyear_2004","attend_2004","agemon_2005","ageyear_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","ageyear_2006","attend_2006","agemon_2007","ageyear_2007","attend_2007","agemon_2008","ageyear_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","ageyear_2009","attend_2009","agemon_2010","ageyear_2010","attend_2010","attcat_2000","attcat_2001","attcat_2002","attcat_2003","attcat_2004","attcat_2005","attcat_2006","attcat_2007","attcat_2008","attcat_2009","attcat_2010","transcat_2001","transcat_2002","transcat_2003","transcat_2004","transcat_2005","transcat_2006","transcat_2007","transcat_2008","transcat_2009","transcat_2010"
"6197",6214,-4,1,7,1980,2,2,-4,-4,202,16,1,1,-4,221,18,-4,233,19,-4,3,246,20,2,258,21,2,1,1,1,1,1,270,22,280,23,3,292,24,2,304,25,12,2,1,1,1,1,NA,316,26,2,327,27,2,340,28,24,2,1,1,1,1,0,351,29,7,363,30,6,"2","1","1","2","1","1","1","1","1","3","3","21","11","12","21","11","11","11","11","13","33"
"6200",6217,-4,2,1,1981,1,1,2,2,197,16,1,4,-4,214,17,-4,226,18,-4,1,241,20,1,252,20,1,1,0,1,1,1,264,22,276,22,1,288,23,1,298,24,1,1,0,1,1,1,NA,312,25,1,322,26,2,334,27,1,1,0,1,1,1,1,345,28,1,358,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6202",6219,0,1,1,1984,1,1,2,2,160,13,1,4,0,179,14,0,190,15,1,1,205,17,2,216,17,1,0,1,0,0,1,228,19,240,19,2,251,20,2,263,21,1,2,1,1,0,0,0,275,22,4,285,23,1,299,24,1,1,0,NA,1,NA,1,309,25,1,323,26,1,"1","1","1","1","1","1","2","1","1","1","1","11","11","11","11","11","12","21","11","11","11"
"6204",6221,2,2,7,1984,4,27,-4,-4,154,12,1,1,0,173,14,0,184,15,0,6,197,16,3,208,17,1,0,0,1,1,0,221,18,234,19,1,245,20,2,256,21,27,1,0,0,0,1,0,271,22,1,281,23,1,292,24,3,1,0,0,0,0,0,303,25,1,316,26,1,"3","2","1","1","1","1","1","1","1","1","1","32","21","11","11","11","11","11","11","11","11"
"6206",6223,2,1,3,1983,2,2,2,2,170,14,1,1,1,188,15,1,201,16,1,3,213,17,3,225,18,2,1,1,1,1,1,236,19,249,20,2,261,21,2,275,22,2,2,0,1,1,1,1,284,23,2,296,24,2,309,25,2,1,1,NA,1,1,1,320,26,1,334,27,1,"2","2","1","1","1","1","1","1","1","1","1","22","21","11","11","11","11","11","11","11","11"
"6210",6227,-4,2,9,1981,2,2,3,3,189,15,1,4,-4,207,17,-4,217,18,-4,1,234,19,2,245,20,2,0,0,1,1,1,256,21,266,22,4,279,23,6,290,24,5,3,0,0,1,1,1,302,25,2,313,26,1,327,27,26,1,0,0,0,0,0,338,28,1,350,29,1,"1","1","1","2","3","2","1","1","1","1","1","11","11","12","23","32","21","11","11","11","11"
"6212",6229,-4,1,1,1980,2,2,-4,-4,209,17,1,1,-4,227,18,-4,240,19,-4,5,253,21,6,263,21,5,1,0,1,1,0,274,22,287,23,6,300,25,6,311,25,2,5,1,0,1,1,1,322,26,4,334,27,4,346,28,2,5,0,NA,1,1,1,357,29,5,370,30,5,"2","3","2","3","3","2","2","2","2","2","2","23","32","23","33","32","22","22","22","22","22"
"6215",6232,-4,2,3,1981,2,2,-4,-4,193,16,1,4,-4,213,17,-4,224,18,-4,1,237,19,1,248,20,1,1,1,1,0,1,260,21,272,22,1,287,23,1,296,24,27,1,1,NA,1,0,1,307,25,1,319,26,1,331,27,27,1,0,1,1,0,0,343,28,1,356,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6216",6233,0,2,10,1983,2,2,-4,-4,162,13,1,4,0,182,15,3,193,16,0,2,206,17,1,217,18,2,0,0,1,0,1,229,19,241,20,2,255,21,5,265,22,12,2,0,NA,1,1,1,276,23,5,288,24,5,300,25,27,2,0,NA,1,1,1,312,25,1,325,27,2,"1","1","1","1","2","1","2","2","1","1","1","11","11","11","12","21","12","22","21","11","11"
"6219",6236,-4,1,1,1981,2,2,2,2,196,16,1,1,-4,216,17,-4,228,18,-4,1,239,19,2,251,20,2,1,0,1,1,1,263,21,275,22,2,290,24,2,298,24,8,2,1,0,1,1,1,310,25,2,321,26,2,333,27,8,2,1,1,1,1,1,344,28,3,358,29,2,"1","1","1","1","1","1","1","1","1","2","1","11","11","11","11","11","11","11","11","12","21"
"6221",6238,-4,1,9,1981,3,2,-4,-4,188,15,1,4,-4,208,17,-4,220,18,-4,2,232,19,2,244,20,2,1,0,1,1,0,256,21,267,22,3,279,23,3,290,24,2,2,0,0,1,1,0,302,25,3,313,26,2,328,27,13,2,1,0,1,1,0,337,28,2,351,29,1,"1","1","1","2","2","1","2","1","1","1","1","11","11","12","22","21","12","21","11","11","11"
"6222",6239,1,2,9,1984,4,4,3,4,151,12,1,4,1,172,14,1,183,15,1,7,194,16,3,209,17,4,0,0,0,1,0,219,18,230,19,2,244,20,2,255,21,27,1,0,0,0,1,0,267,22,1,280,23,1,289,24,22,1,0,0,1,1,0,301,25,1,316,26,1,"3","2","2","1","1","1","1","1","1","1","1","32","22","21","11","11","11","11","11","11","11"
"6224",6241,1,2,3,1983,4,4,20,4,169,14,1,4,2,189,15,2,200,16,2,7,212,17,7,228,19,7,0,0,1,1,0,239,19,249,20,7,260,21,6,274,22,4,5,0,0,1,1,0,285,23,7,297,24,7,309,25,4,6,1,0,1,1,1,321,26,6,332,27,6,"3","3","3","3","3","2","3","3","3","3","3","33","33","33","33","32","23","33","33","33","33"
"6225",6242,0,2,10,1982,1,27,-4,-4,177,14,1,4,0,195,16,0,207,17,0,2,219,18,1,231,19,1,0,0,0,1,0,241,20,253,21,1,267,22,1,277,23,25,1,0,0,0,0,0,289,24,1,302,25,1,315,26,27,1,0,0,0,1,0,324,26,1,342,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6226",6243,-4,2,8,1981,13,13,1,25,187,15,1,4,-4,211,17,-4,219,18,-4,2,231,19,2,247,20,2,1,0,0,1,0,256,21,267,22,2,282,23,2,292,24,8,2,0,1,0,1,0,303,25,2,315,26,1,326,27,4,1,0,0,0,1,0,338,28,1,350,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6227",6244,-4,2,8,1981,13,13,1,25,187,15,1,4,-4,211,17,-4,220,18,-4,2,231,19,1,247,20,1,0,0,0,1,0,256,21,267,22,2,282,23,2,292,24,4,2,0,0,0,0,0,303,25,1,315,26,1,326,27,12,1,0,0,0,1,0,338,28,1,350,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6228",6245,1,1,10,1982,15,16,3,27,174,14,1,4,0,193,16,0,206,17,0,2,217,18,2,232,19,2,0,0,0,0,0,242,20,253,21,2,269,22,1,277,23,27,1,0,0,0,0,0,289,24,1,300,25,2,312,26,27,1,0,0,0,0,0,323,26,1,336,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6229",6246,-4,2,11,1980,13,1,-4,-4,198,16,1,4,-4,216,17,-4,228,19,-4,3,240,20,3,256,21,3,1,0,1,1,1,265,22,276,22,2,289,24,3,301,25,12,5,1,0,1,1,0,318,26,4,330,27,4,340,28,12,3,0,0,1,1,1,348,28,2,361,30,4,"2","2","2","1","2","2","2","2","2","1","2","22","22","21","12","22","22","22","22","21","12"
"6230",6247,-4,1,5,1981,1,1,-4,-4,190,15,1,2,-4,212,17,-4,224,18,-4,1,235,19,1,250,20,2,1,0,1,1,0,259,21,272,22,1,284,23,2,295,24,1,1,1,1,1,1,1,306,25,2,319,26,1,334,27,1,2,1,0,1,1,1,341,28,1,353,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6231",6248,0,1,5,1982,3,3,-4,-4,179,14,1,4,0,197,16,0,210,17,-4,1,222,18,2,236,19,2,0,0,0,1,0,246,20,260,21,1,271,22,1,283,23,25,1,0,NA,0,NA,0,294,24,1,305,25,1,318,26,27,1,0,0,0,NA,0,329,27,1,342,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6233",6250,1,1,3,1982,3,1,1,27,183,15,1,4,1,201,16,0,212,17,0,1,225,18,1,239,19,1,0,0,0,0,0,249,20,260,21,1,277,23,2,284,23,27,1,0,0,0,1,0,296,24,1,308,25,1,319,26,27,1,0,0,0,0,0,331,27,2,343,28,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6234",6251,0,1,3,1983,1,35,11,25,170,14,1,4,0,189,15,0,201,16,0,2,212,17,1,227,18,1,0,0,0,0,0,237,19,251,20,2,263,21,1,272,22,1,2,0,0,0,NA,0,283,23,1,295,24,1,307,25,27,1,0,0,0,0,0,320,26,1,332,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6235",6252,7,1,5,1984,1,1,1,1,155,12,1,4,7,174,14,5,186,15,1,6,199,16,6,213,17,4,0,0,0,1,0,223,18,234,19,2,249,20,2,258,21,27,2,0,0,0,0,0,270,22,2,282,23,1,293,24,25,1,0,0,0,0,0,305,25,2,317,26,2,"3","3","2","1","1","1","1","1","1","1","1","33","32","21","11","11","11","11","11","11","11"
"6236",6253,1,2,6,1983,2,12,1,1,167,13,1,4,0,189,15,1,197,16,2,2,209,17,5,224,18,5,1,0,1,1,1,234,19,245,20,3,261,21,2,271,22,3,3,1,NA,1,1,1,284,23,3,293,24,1,304,25,12,1,1,NA,1,1,1,316,26,1,328,27,1,"1","2","2","2","1","2","2","1","1","1","1","12","22","22","21","12","22","21","11","11","11"
"6242",6259,4,2,7,1984,1,12,5,12,156,13,1,4,0,174,14,0,186,15,0,2,197,16,1,211,17,1,0,0,0,1,0,221,18,237,19,1,246,20,2,256,21,12,1,NA,NA,NA,NA,NA,270,22,1,280,23,1,291,24,12,1,0,0,1,1,0,304,25,1,318,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6244",6261,1,1,1,1982,4,1,1,1,184,15,1,4,1,206,17,1,216,18,-4,5,229,19,5,240,20,3,0,1,1,1,0,253,21,262,21,3,277,23,2,287,23,1,2,0,0,0,NA,0,298,24,2,309,25,1,323,26,1,2,NA,0,0,NA,0,334,27,2,345,28,2,"2","2","2","2","1","1","1","1","1","1","1","22","22","22","21","11","11","11","11","11","11"
"6245",6262,1,2,7,1984,4,1,1,1,154,12,1,4,2,176,14,1,187,15,1,6,197,16,4,212,17,5,1,1,1,1,1,223,18,234,19,5,248,20,3,257,21,1,6,1,0,1,1,1,270,22,5,280,23,3,292,24,1,4,1,0,1,1,1,304,25,3,316,26,3,"3","2","2","2","2","3","2","2","2","2","2","32","22","22","22","23","32","22","22","22","22"
"6246",6263,0,1,4,1984,1,27,13,27,159,13,1,4,0,176,14,0,188,15,0,2,200,16,2,213,17,1,0,0,0,0,0,225,18,235,19,1,249,20,1,259,21,25,1,0,0,0,0,0,272,22,1,283,23,1,296,24,25,1,0,0,0,NA,0,306,25,1,319,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6249",6266,-4,2,5,1980,18,18,18,18,207,17,1,4,-4,224,18,-4,238,19,-4,6,248,20,6,262,21,6,1,1,1,1,1,271,22,285,23,6,298,24,6,306,25,18,6,1,1,1,1,1,318,26,6,330,27,6,341,28,18,6,1,1,1,1,1,353,29,6,365,30,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6250",6267,7,1,9,1982,18,18,18,18,180,14,1,4,-5,-5,-5,7,210,17,7,6,220,18,7,234,19,6,1,1,1,1,1,246,20,257,21,8,272,22,6,279,23,18,6,1,1,1,1,1,290,24,6,302,25,7,317,26,18,6,0,0,1,1,1,325,27,6,337,28,5,"3","3","3","3","3","3","3","3","3","3","2","33","33","33","33","33","33","33","33","33","32"
"6251",6268,7,2,7,1984,18,18,18,18,157,13,1,4,-5,-5,-5,2,188,15,6,6,198,16,6,212,17,6,1,1,1,1,1,223,18,235,19,7,249,20,6,257,21,18,7,1,1,1,1,1,268,22,5,280,23,7,295,24,18,6,1,1,1,1,1,303,25,6,318,26,6,"3","3","3","3","3","3","2","3","3","3","3","33","33","33","33","33","32","23","33","33","33"
"6252",6269,-4,2,9,1981,18,18,18,18,188,15,1,4,-4,207,17,-4,218,18,-4,3,233,19,6,243,20,2,0,0,1,1,1,256,21,268,22,2,281,23,1,291,24,18,1,1,0,1,1,1,303,25,1,314,26,3,329,27,18,1,1,0,1,0,0,338,28,1,351,29,1,"2","3","1","1","1","1","1","2","1","1","1","23","31","11","11","11","11","12","21","11","11"
"6254",6271,0,2,1,1983,26,27,1,27,171,14,1,4,0,192,16,0,202,16,0,2,214,17,3,230,19,1,0,0,0,1,0,239,19,250,20,3,269,22,1,275,22,25,1,0,0,0,0,0,287,23,1,300,25,1,309,25,26,1,0,0,0,0,0,323,26,1,333,27,1,"1","2","1","2","1","1","1","1","1","1","1","12","21","12","21","11","11","11","11","11","11"
"6255",6272,0,1,11,1984,26,27,1,27,149,12,1,4,0,170,14,0,180,15,0,2,192,16,1,207,17,1,0,0,0,0,0,222,18,231,19,1,243,20,1,252,21,27,1,0,0,0,0,0,264,21,1,278,23,1,287,23,27,1,0,0,0,0,0,299,24,1,311,25,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6256",6273,-4,1,8,1981,3,3,18,18,189,15,1,4,-4,210,17,-4,223,18,-4,1,234,19,1,247,20,1,0,0,0,0,0,257,21,272,22,1,282,23,2,294,24,25,1,0,0,0,0,0,303,25,1,317,26,1,328,27,25,3,0,0,0,0,0,338,28,1,356,29,1,"1","1","1","1","1","1","1","1","2","1","1","11","11","11","11","11","11","11","12","21","11"
"6257",6274,1,1,11,1984,1,23,26,27,151,12,1,4,0,169,14,0,180,14,0,2,192,15,1,208,17,2,0,0,0,1,0,218,18,229,19,2,242,20,2,255,21,16,6,0,0,0,1,0,263,21,6,275,22,3,287,23,17,2,0,0,0,NA,NA,300,24,3,311,25,2,"1","1","1","1","1","3","3","2","1","2","1","11","11","11","11","13","33","32","21","12","21"
"6258",6275,-4,2,3,1981,1,12,25,12,196,16,1,4,-4,212,17,-4,227,18,-4,3,236,19,2,253,21,2,0,0,0,0,0,261,21,275,22,2,290,24,2,296,24,2,4,0,0,1,1,0,310,25,3,325,27,3,334,27,12,1,0,0,1,1,0,343,28,2,356,29,3,"2","1","1","1","1","2","2","2","1","1","2","21","11","11","11","12","22","22","21","11","12"
"6260",6277,1,2,9,1982,8,1,18,25,175,14,1,4,1,194,16,1,206,17,1,6,219,18,4,232,19,3,0,0,0,0,0,243,20,253,21,3,268,22,2,278,23,25,3,0,0,0,0,0,290,24,3,302,25,5,313,26,25,5,0,0,0,0,0,325,27,1,337,28,2,"3","2","2","2","1","2","2","2","2","1","1","32","22","22","21","12","22","22","22","21","11"
"6262",6279,0,2,3,1983,1,1,-4,-4,180,15,1,2,-5,-5,-5,0,203,16,0,1,212,17,4,227,18,3,0,0,1,1,0,237,19,251,20,4,263,21,4,272,22,1,4,0,0,1,1,0,284,23,4,295,24,3,307,25,25,1,0,0,0,0,0,320,26,3,331,27,4,"1","2","2","2","2","2","2","2","1","2","2","12","22","22","22","22","22","22","21","12","22"
"6263",6280,-4,2,6,1980,3,7,7,7,205,17,1,4,-4,223,18,-4,234,19,-4,2,246,20,1,261,21,2,0,0,1,1,1,270,22,284,23,2,297,24,1,305,25,9,2,0,NA,1,1,0,320,26,2,329,27,1,340,28,1,2,0,0,1,NA,1,352,29,1,364,30,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6264",6281,-4,2,6,1980,2,2,2,2,204,17,1,4,-4,226,18,-4,233,19,-4,5,246,20,4,260,21,5,1,0,1,1,1,270,22,281,23,4,296,24,4,305,25,11,3,1,0,1,1,1,317,26,4,329,27,2,340,28,12,3,0,1,1,1,1,352,29,1,364,30,1,"2","2","2","2","2","2","2","1","2","1","1","22","22","22","22","22","22","21","12","21","11"
"6265",6282,2,1,4,1982,1,1,-4,-4,181,15,1,2,2,200,16,1,212,17,-4,4,224,18,3,237,19,3,0,0,1,1,0,247,20,259,21,3,273,22,3,284,23,1,3,0,0,1,1,0,295,24,2,306,25,2,318,26,1,2,0,NA,1,1,1,329,27,6,342,28,4,"2","2","2","2","2","2","1","1","1","3","2","22","22","22","22","22","21","11","11","13","32"
"6266",6283,7,1,4,1984,1,1,-4,-4,157,13,1,2,1,175,14,1,188,15,1,6,200,16,6,214,17,3,0,1,1,1,0,224,18,235,19,3,250,20,3,260,21,1,3,1,1,1,1,1,273,22,2,282,23,3,294,24,1,4,1,1,1,1,1,305,25,2,318,26,2,"3","3","2","2","2","2","1","2","2","1","1","33","32","22","22","22","21","12","22","21","11"
"6269",6286,0,1,2,1983,2,2,2,2,169,14,1,4,1,190,15,1,203,16,1,7,214,17,6,228,19,5,1,0,1,1,0,240,20,250,20,4,262,21,5,275,22,2,3,1,NA,1,1,0,286,23,2,297,24,3,308,25,13,1,1,0,1,1,1,320,26,1,334,27,1,"3","3","2","2","2","2","1","2","1","1","1","33","32","22","22","22","21","12","21","11","11"
"6270",6287,2,2,3,1983,25,25,-4,-4,167,13,1,4,0,188,15,0,204,16,0,1,213,17,1,226,18,3,0,0,0,1,0,238,19,251,20,1,264,22,1,273,22,37,1,0,0,0,1,0,284,23,1,296,24,2,307,25,27,2,0,0,0,1,0,319,26,2,333,27,2,"1","1","2","1","1","1","1","1","1","1","1","11","12","21","11","11","11","11","11","11","11"
"6274",6291,3,2,9,1983,4,4,-4,-4,162,13,1,4,2,183,15,7,195,16,3,6,207,17,5,221,18,4,1,0,1,1,0,231,19,246,20,5,259,21,4,267,22,4,3,0,0,1,1,0,278,23,1,290,24,1,301,25,4,2,0,0,0,1,0,313,26,1,325,27,1,"3","2","2","2","2","2","1","1","1","1","1","32","22","22","22","22","21","11","11","11","11"
"6275",6292,-4,1,7,1980,23,23,23,23,200,16,1,4,-4,225,18,-4,234,19,-4,5,246,20,5,259,21,1,1,1,0,1,0,270,22,283,23,5,297,24,1,305,25,23,5,0,1,NA,NA,0,320,26,3,328,27,5,339,28,23,1,0,1,0,NA,0,351,29,3,363,30,4,"2","2","1","2","1","2","2","2","1","2","2","22","21","12","21","12","22","22","21","12","22"
"6277",6294,0,2,3,1984,18,23,23,23,159,13,1,4,0,180,14,0,189,15,0,1,202,16,1,215,17,1,0,0,0,0,0,226,18,239,19,1,253,21,1,261,21,27,1,NA,0,0,NA,0,277,23,1,284,23,1,301,25,27,1,0,0,0,1,0,309,25,1,323,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6282",6299,-4,2,8,1981,2,11,2,11,192,15,1,4,-4,208,17,-4,220,18,-4,3,233,19,3,245,20,2,1,0,1,1,1,255,21,268,22,1,279,23,1,293,24,27,1,0,0,1,1,0,305,25,1,314,26,1,326,27,24,2,0,0,0,0,0,337,28,1,350,29,1,"2","2","1","1","1","1","1","1","1","1","1","22","21","11","11","11","11","11","11","11","11"
"6284",6301,2,2,10,1983,4,4,-4,-4,160,13,1,4,1,181,15,1,192,16,1,5,206,17,3,219,18,3,0,1,0,1,0,229,19,241,20,5,254,21,5,265,22,4,4,1,0,1,1,0,276,23,5,288,23,3,300,25,4,3,1,1,0,1,0,311,25,3,324,26,3,"2","2","2","2","2","2","2","2","2","2","2","22","22","22","22","22","22","22","22","22","22"
"6286",6303,0,1,7,1983,1,1,1,25,163,13,1,4,0,187,15,0,196,16,0,1,210,17,1,221,18,1,0,0,0,0,0,233,19,244,20,2,256,21,1,268,22,27,1,0,0,0,0,0,279,23,1,292,24,1,304,25,27,1,0,0,0,0,0,314,26,1,327,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6288",6305,-4,2,11,1981,2,11,-4,-4,183,15,1,4,-4,208,17,-4,217,18,-4,1,229,19,1,242,20,1,0,0,0,1,0,252,21,265,22,1,276,23,1,288,24,12,1,0,0,0,1,0,300,24,1,311,25,1,323,26,27,1,0,0,0,0,0,334,27,1,349,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6289",6306,0,2,9,1984,2,13,-4,-4,149,12,1,4,0,173,14,0,183,15,0,1,197,16,1,208,17,1,1,0,1,1,0,219,18,231,19,2,242,20,3,255,21,1,2,1,1,1,0,1,266,22,2,277,23,1,289,24,13,1,1,1,1,0,0,300,25,1,313,26,1,"1","1","1","1","2","1","1","1","1","1","1","11","11","11","12","21","11","11","11","11","11"
"6290",6307,-4,1,3,1980,4,4,-4,-4,205,17,1,4,-5,-5,-5,-4,239,19,-4,1,249,20,1,262,21,1,0,0,0,0,0,274,22,286,23,1,298,24,1,308,25,26,1,0,0,0,0,0,321,26,1,332,27,1,345,28,26,1,0,0,0,0,0,355,29,1,367,30,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6292",6309,-4,1,10,1981,7,12,5,12,188,15,1,4,-4,205,17,-4,220,18,-4,6,231,19,6,243,20,6,1,1,1,1,1,255,21,267,22,6,279,23,7,292,24,12,7,NA,NA,1,1,1,303,25,7,312,25,6,326,27,12,6,0,1,1,1,1,335,27,6,351,29,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6293",6310,7,2,12,1984,7,12,5,12,150,12,1,4,4,167,13,5,182,15,6,6,193,16,7,205,17,7,1,1,1,1,1,217,18,227,18,6,240,20,7,253,21,12,6,0,0,1,1,1,264,22,6,275,22,6,288,24,12,2,1,0,1,1,1,298,24,6,310,25,5,"3","3","3","3","3","3","3","3","1","3","2","33","33","33","33","33","33","33","31","13","32"
"6295",6312,-4,2,4,1981,18,18,1,18,192,15,1,4,-4,216,17,-4,225,18,-4,6,237,19,6,248,20,6,1,0,1,1,1,261,21,272,22,6,285,23,6,296,24,18,6,1,0,1,1,1,307,25,6,318,26,6,330,27,18,6,1,0,1,1,1,342,28,6,355,29,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6297",6314,7,1,9,1982,18,18,18,18,174,14,1,4,7,194,16,6,206,17,3,6,220,18,6,233,19,6,1,1,1,1,1,244,20,258,21,7,267,22,6,279,23,18,6,0,1,1,1,1,290,24,6,301,25,5,313,26,18,6,1,0,1,1,1,326,27,6,339,28,6,"3","3","3","3","3","3","3","2","3","3","3","33","33","33","33","33","33","32","23","33","33"
"6298",6315,7,2,9,1984,18,18,1,18,150,12,1,4,7,170,14,7,182,15,2,6,196,16,6,208,17,6,1,1,1,1,1,218,18,230,19,6,245,20,6,254,21,18,6,1,1,1,1,1,266,22,6,277,23,6,291,24,18,6,1,1,1,1,0,301,25,6,316,26,5,"3","3","3","3","3","3","3","3","3","3","2","33","33","33","33","33","33","33","33","33","32"
"6299",6316,0,1,8,1983,2,27,1,1,163,13,1,4,0,183,15,0,197,16,0,1,209,17,1,220,18,1,0,0,0,1,0,232,19,245,20,1,256,21,1,269,22,26,1,0,0,0,0,0,280,23,1,290,24,1,302,25,25,1,0,0,0,0,0,313,26,1,327,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6300",6317,-4,1,4,1980,2,27,1,1,205,17,1,4,-4,223,18,-4,236,19,-4,4,249,20,2,261,21,3,0,0,0,1,0,273,22,284,23,3,297,24,1,308,25,27,1,0,NA,0,NA,0,319,26,1,331,27,6,342,28,2,6,0,1,1,1,0,354,29,6,366,30,6,"2","1","2","2","1","1","1","3","3","3","3","21","12","22","21","11","11","13","33","33","33"
"6301",6318,0,1,8,1983,2,27,1,1,165,13,1,4,0,183,15,0,196,16,0,1,209,17,1,221,18,1,0,0,0,0,0,232,19,245,20,1,257,21,1,267,22,27,1,0,0,0,0,0,281,23,1,290,24,1,304,25,25,1,0,0,0,0,0,316,26,1,327,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6303",6320,-4,1,12,1981,1,12,12,12,183,15,1,4,-4,205,17,-4,216,17,-4,1,230,19,1,241,20,1,0,0,0,0,0,252,20,264,21,1,276,23,1,288,24,26,1,0,0,0,0,0,299,24,1,310,25,1,326,27,27,1,0,NA,NA,1,0,335,27,1,347,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6304",6321,1,1,1,1984,12,12,1,12,157,13,1,4,0,179,14,0,190,15,0,5,205,17,3,216,18,3,0,1,0,1,0,227,18,239,19,3,252,21,3,264,22,3,3,0,0,0,1,0,276,22,3,285,23,3,298,24,3,3,0,0,0,1,0,309,25,3,322,26,2,"2","2","2","2","2","2","2","2","2","2","1","22","22","22","22","22","22","22","22","22","21"
"6308",6325,7,1,8,1984,-4,-4,-4,-4,154,12,1,4,5,171,14,7,185,15,2,6,197,16,6,209,17,6,1,1,1,1,1,220,18,232,19,6,244,20,6,257,21,18,6,0,0,1,1,1,270,22,6,279,23,6,291,24,18,6,0,0,1,1,1,302,25,6,314,26,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"6309",6326,0,1,9,1982,5,5,-4,-4,176,14,1,4,0,195,16,0,205,17,0,1,220,18,1,232,19,1,1,0,1,1,0,243,20,257,21,1,268,22,1,278,23,2,1,1,0,1,1,0,290,24,1,302,25,2,318,26,13,1,1,0,1,1,0,324,26,2,340,28,6,"1","1","1","1","1","1","1","1","1","1","3","11","11","11","11","11","11","11","11","11","13"
"6310",6327,-4,1,2,1981,16,16,1,1,194,16,1,4,-4,214,17,-4,226,18,-4,1,240,19,1,253,21,1,0,0,0,0,0,261,21,274,22,1,286,23,1,298,24,25,1,0,0,0,0,0,310,25,1,320,26,1,333,27,25,1,0,0,0,0,0,345,28,1,357,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"6311",6328,-4,2,2,1980,3,13,3,3,210,17,1,4,-4,229,19,-4,239,19,-4,2,251,20,3,264,22,2,0,0,0,1,0,273,22,286,23,2,298,24,2,309,25,3,2,0,0,0,1,0,321,26,2,333,27,2,345,28,3,2,0,0,0,1,0,356,29,2,368,30,2,"1","2","1","1","1","1","1","1","1","1","1","12","21","11","11","11","11","11","11","11","11"
"6312",6329,2,2,4,1984,1,1,-4,-4,155,12,1,4,1,175,14,0,187,15,0,2,201,16,3,212,17,2,0,0,1,1,0,223,18,236,19,2,248,20,2,261,21,27,2,0,0,0,1,0,273,22,2,283,23,2,295,24,25,1,0,0,1,1,1,306,25,1,321,26,1,"1","2","1","1","1","1","1","1","1","1","1","12","21","11","11","11","11","11","11","11","11"
