"id","byear","time","attend"
48,"1983",2010,2
49,"1982",2000,2
49,"1982",2001,1
49,"1982",2002,1
49,"1982",2003,1
49,"1982",2004,2
49,"1982",2005,1
49,"1982",2006,1
49,"1982",2007,2
49,"1982",2008,2
49,"1982",2009,2
49,"1982",2010,2
50,"1983",2000,2
50,"1983",2001,2
50,"1983",2002,6
50,"1983",2003,2
50,"1983",2004,3
50,"1983",2005,1
50,"1983",2006,5
50,"1983",2007,NA
50,"1983",2008,5
50,"1983",2009,3
50,"1983",2010,4
51,"1980",2000,6
51,"1980",2001,6
51,"1980",2002,4
51,"1980",2003,3
51,"1980",2004,3
51,"1980",2005,NA
51,"1980",2006,2
51,"1980",2007,2
51,"1980",2008,2
51,"1980",2009,2
51,"1980",2010,6
52,"1983",2000,1
52,"1983",2001,2
52,"1983",2002,3
52,"1983",2003,2
52,"1983",2004,2
52,"1983",2005,4
52,"1983",2006,3
52,"1983",2007,2
52,"1983",2008,2
52,"1983",2009,3
52,"1983",2010,1
53,"1984",2000,2
53,"1984",2001,3
53,"1984",2002,2
53,"1984",2003,2
53,"1984",2004,1
53,"1984",2005,2
53,"1984",2006,1
53,"1984",2007,2
53,"1984",2008,1
53,"1984",2009,1
53,"1984",2010,1
54,"1984",2000,1
54,"1984",2001,1
54,"1984",2002,2
54,"1984",2003,2
54,"1984",2004,3
54,"1984",2005,1
54,"1984",2006,2
54,"1984",2007,5
54,"1984",2008,2
54,"1984",2009,3
54,"1984",2010,2
55,"1981",2000,1
55,"1981",2001,2
55,"1981",2002,2
55,"1981",2003,2
55,"1981",2004,4
55,"1981",2005,1
55,"1981",2006,1
55,"1981",2007,6
55,"1981",2008,3
55,"1981",2009,3
55,"1981",2010,2
56,"1982",2000,5
56,"1982",2001,3
56,"1982",2002,3
56,"1982",2003,2
56,"1982",2004,3
56,"1982",2005,3
56,"1982",2006,3
56,"1982",2007,2
56,"1982",2008,3
56,"1982",2009,2
56,"1982",2010,2
57,"1982",2000,7
57,"1982",2001,7
57,"1982",2002,3
57,"1982",2003,5
57,"1982",2004,6
57,"1982",2005,5
57,"1982",2006,2
57,"1982",2007,8
57,"1982",2008,3
57,"1982",2009,6
57,"1982",2010,2
58,"1983",2000,1
58,"1983",2001,1
58,"1983",2002,1
58,"1983",2003,1
58,"1983",2004,1
58,"1983",2005,1
58,"1983",2006,1
58,"1983",2007,NA
58,"1983",2008,1
58,"1983",2009,2
58,"1983",2010,2
59,"1981",2000,6
59,"1981",2001,6
59,"1981",2002,6
59,"1981",2003,6
59,"1981",2004,2
59,"1981",2005,4
59,"1981",2006,4
59,"1981",2007,2
59,"1981",2008,3
59,"1981",2009,1
59,"1981",2010,3
60,"1984",2000,6
60,"1984",2001,6
60,"1984",2002,3
60,"1984",2003,5
60,"1984",2004,4
60,"1984",2005,4
60,"1984",2006,4
60,"1984",2007,3
60,"1984",2008,3
60,"1984",2009,4
60,"1984",2010,1
61,"1983",2000,1
61,"1983",2001,1
61,"1983",2002,1
61,"1983",2003,1
61,"1983",2004,2
61,"1983",2005,3
61,"1983",2006,2
61,"1983",2007,4
61,"1983",2008,1
61,"1983",2009,2
61,"1983",2010,2
62,"1980",2000,2
62,"1980",2001,1
62,"1980",2002,1
62,"1980",2003,1
62,"1980",2004,3
62,"1980",2005,1
62,"1980",2006,1
62,"1980",2007,1
62,"1980",2008,1
62,"1980",2009,2
62,"1980",2010,1
63,"1984",2000,6
63,"1984",2001,1
63,"1984",2002,4
63,"1984",2003,3
63,"1984",2004,3
63,"1984",2005,3
63,"1984",2006,2
63,"1984",2007,3
63,"1984",2008,2
63,"1984",2009,3
63,"1984",2010,3
64,"1980",2000,5
64,"1980",2001,5
64,"1980",2002,2
64,"1980",2003,4
64,"1980",2004,NA
64,"1980",2005,2
64,"1980",2006,NA
64,"1980",2007,4
64,"1980",2008,6
64,"1980",2009,NA
64,"1980",2010,NA
65,"1984",2000,8
65,"1984",2001,5
65,"1984",2002,7
65,"1984",2003,7
65,"1984",2004,NA
65,"1984",2005,NA
65,"1984",2006,6
65,"1984",2007,7
65,"1984",2008,6
65,"1984",2009,7
65,"1984",2010,6
66,"1980",2000,3
66,"1980",2001,7
66,"1980",2002,2
66,"1980",2003,5
66,"1980",2004,3
66,"1980",2005,1
66,"1980",2006,NA
66,"1980",2007,3
66,"1980",2008,4
66,"1980",2009,3
66,"1980",2010,NA
67,"1980",2000,2
67,"1980",2001,1
67,"1980",2002,2
67,"1980",2003,1
67,"1980",2004,1
67,"1980",2005,1
67,"1980",2006,4
67,"1980",2007,2
67,"1980",2008,1
67,"1980",2009,6
67,"1980",2010,2
68,"1981",2000,2
68,"1981",2001,2
68,"1981",2002,8
68,"1981",2003,6
68,"1981",2004,3
68,"1981",2005,6
68,"1981",2006,6
68,"1981",2007,2
68,"1981",2008,6
68,"1981",2009,8
68,"1981",2010,8
69,"1981",2000,7
69,"1981",2001,7
69,"1981",2002,6
69,"1981",2003,7
69,"1981",2004,2
69,"1981",2005,7
69,"1981",2006,6
69,"1981",2007,7
69,"1981",2008,6
69,"1981",2009,6
69,"1981",2010,6
70,"1982",2000,6
70,"1982",2001,6
70,"1982",2002,6
70,"1982",2003,6
70,"1982",2004,6
70,"1982",2005,5
70,"1982",2006,4
70,"1982",2007,4
70,"1982",2008,2
70,"1982",2009,4
70,"1982",2010,3
71,"1980",2000,1
71,"1980",2001,1
71,"1980",2002,1
71,"1980",2003,1
71,"1980",2004,2
71,"1980",2005,2
71,"1980",2006,1
71,"1980",2007,1
71,"1980",2008,1
71,"1980",2009,1
71,"1980",2010,1
72,"1982",2000,1
72,"1982",2001,1
72,"1982",2002,2
72,"1982",2003,1
72,"1982",2004,1
72,"1982",2005,1
72,"1982",2006,2
72,"1982",2007,NA
72,"1982",2008,NA
72,"1982",2009,NA
72,"1982",2010,NA
73,"1984",2000,2
73,"1984",2001,3
73,"1984",2002,4
73,"1984",2003,2
73,"1984",2004,2
73,"1984",2005,2
73,"1984",2006,2
73,"1984",2007,NA
73,"1984",2008,NA
73,"1984",2009,NA
73,"1984",2010,NA
74,"1983",2000,2
74,"1983",2001,5
74,"1983",2002,3
74,"1983",2003,3
74,"1983",2004,NA
74,"1983",2005,3
74,"1983",2006,2
74,"1983",2007,2
74,"1983",2008,5
74,"1983",2009,2
74,"1983",2010,2
75,"1982",2000,1
75,"1982",2001,1
75,"1982",2002,1
75,"1982",2003,1
75,"1982",2004,1
75,"1982",2005,1
75,"1982",2006,1
75,"1982",2007,6
75,"1982",2008,6
75,"1982",2009,6
75,"1982",2010,6
76,"1982",2000,1
76,"1982",2001,1
76,"1982",2002,1
76,"1982",2003,1
76,"1982",2004,1
76,"1982",2005,1
76,"1982",2006,1
76,"1982",2007,1
76,"1982",2008,1
76,"1982",2009,1
76,"1982",2010,1
77,"1984",2000,2
77,"1984",2001,4
77,"1984",2002,2
77,"1984",2003,2
77,"1984",2004,1
77,"1984",2005,1
77,"1984",2006,1
77,"1984",2007,NA
77,"1984",2008,2
77,"1984",2009,NA
77,"1984",2010,NA
78,"1981",2000,1
78,"1981",2001,1
78,"1981",2002,1
78,"1981",2003,1
78,"1981",2004,2
78,"1981",2005,1
78,"1981",2006,1
78,"1981",2007,1
78,"1981",2008,1
78,"1981",2009,1
78,"1981",2010,1
79,"1983",2000,4
79,"1983",2001,1
79,"1983",2002,1
79,"1983",2003,1
79,"1983",2004,1
79,"1983",2005,1
79,"1983",2006,1
79,"1983",2007,1
79,"1983",2008,1
79,"1983",2009,1
79,"1983",2010,1
80,"1981",2000,2
80,"1981",2001,1
80,"1981",2002,1
80,"1981",2003,1
80,"1981",2004,1
80,"1981",2005,1
80,"1981",2006,1
80,"1981",2007,1
80,"1981",2008,2
80,"1981",2009,2
80,"1981",2010,1
81,"1984",2000,1
81,"1984",2001,1
81,"1984",2002,2
81,"1984",2003,1
81,"1984",2004,6
81,"1984",2005,NA
81,"1984",2006,1
81,"1984",2007,2
81,"1984",2008,NA
81,"1984",2009,1
81,"1984",2010,1
82,"1984",2000,2
82,"1984",2001,5
82,"1984",2002,3
82,"1984",2003,1
82,"1984",2004,NA
82,"1984",2005,2
82,"1984",2006,3
82,"1984",2007,2
82,"1984",2008,3
82,"1984",2009,2
82,"1984",2010,2
83,"1981",2000,3
83,"1981",2001,4
83,"1981",2002,5
83,"1981",2003,3
83,"1981",2004,1
83,"1981",2005,1
83,"1981",2006,2
83,"1981",2007,2
83,"1981",2008,2
83,"1981",2009,2
83,"1981",2010,1
84,"1984",2000,6
84,"1984",2001,2
84,"1984",2002,2
84,"1984",2003,6
84,"1984",2004,NA
84,"1984",2005,NA
84,"1984",2006,NA
84,"1984",2007,1
84,"1984",2008,2
84,"1984",2009,4
84,"1984",2010,2
85,"1984",2000,2
85,"1984",2001,1
85,"1984",2002,4
85,"1984",2003,1
85,"1984",2004,1
85,"1984",2005,1
85,"1984",2006,1
85,"1984",2007,1
85,"1984",2008,1
85,"1984",2009,2
85,"1984",2010,1
86,"1980",2000,1
86,"1980",2001,4
86,"1980",2002,1
86,"1980",2003,1
86,"1980",2004,1
86,"1980",2005,1
86,"1980",2006,1
86,"1980",2007,1
86,"1980",2008,1
86,"1980",2009,1
86,"1980",2010,1
87,"1984",2000,6
87,"1984",2001,4
87,"1984",2002,2
87,"1984",2003,1
87,"1984",2004,3
87,"1984",2005,NA
87,"1984",2006,1
87,"1984",2007,1
87,"1984",2008,1
87,"1984",2009,1
87,"1984",2010,NA
88,"1981",2000,4
88,"1981",2001,3
88,"1981",2002,3
88,"1981",2003,5
88,"1981",2004,NA
88,"1981",2005,NA
88,"1981",2006,NA
88,"1981",2007,NA
88,"1981",2008,NA
88,"1981",2009,NA
88,"1981",2010,NA
89,"1981",2000,6
89,"1981",2001,5
89,"1981",2002,3
89,"1981",2003,2
89,"1981",2004,1
89,"1981",2005,1
89,"1981",2006,1
89,"1981",2007,1
89,"1981",2008,1
89,"1981",2009,1
89,"1981",2010,1
90,"1981",2000,2
90,"1981",2001,2
90,"1981",2002,3
90,"1981",2003,3
90,"1981",2004,2
90,"1981",2005,2
90,"1981",2006,2
90,"1981",2007,2
90,"1981",2008,2
90,"1981",2009,2
90,"1981",2010,2
91,"1982",2000,4
91,"1982",2001,2
91,"1982",2002,4
91,"1982",2003,2
91,"1982",2004,3
91,"1982",2005,3
91,"1982",2006,2
91,"1982",2007,2
91,"1982",2008,4
91,"1982",2009,2
91,"1982",2010,1
92,"1983",2000,1
92,"1983",2001,1
92,"1983",2002,1
92,"1983",2003,1
92,"1983",2004,2
92,"1983",2005,2
92,"1983",2006,2
92,"1983",2007,4
92,"1983",2008,2
92,"1983",2009,2
92,"1983",2010,2
93,"1983",2000,1
93,"1983",2001,2
93,"1983",2002,2
93,"1983",2003,NA
93,"1983",2004,3
93,"1983",2005,5
93,"1983",2006,1
93,"1983",2007,1
93,"1983",2008,1
93,"1983",2009,1
93,"1983",2010,1
94,"1980",2000,2
94,"1980",2001,2
94,"1980",2002,6
94,"1980",2003,2
94,"1980",2004,2
94,"1980",2005,NA
94,"1980",2006,1
94,"1980",2007,2
94,"1980",2008,6
94,"1980",2009,4
94,"1980",2010,6
95,"1982",2000,NA
95,"1982",2001,NA
95,"1982",2002,NA
95,"1982",2003,NA
95,"1982",2004,1
95,"1982",2005,NA
95,"1982",2006,4
95,"1982",2007,1
95,"1982",2008,NA
95,"1982",2009,NA
95,"1982",2010,NA
96,"1982",2000,NA
96,"1982",2001,NA
96,"1982",2002,NA
96,"1982",2003,NA
96,"1982",2004,NA
96,"1982",2005,NA
96,"1982",2006,NA
96,"1982",2007,NA
96,"1982",2008,1
96,"1982",2009,NA
96,"1982",2010,NA
97,"1980",2000,1
97,"1980",2001,1
97,"1980",2002,2
97,"1980",2003,1
97,"1980",2004,3
97,"1980",2005,6
97,"1980",2006,6
97,"1980",2007,6
