"id","time","attend","age2000","byear"
7349,2002,7,20.5,1980
7349,2003,5,20.5,1980
7349,2004,3,20.5,1980
7349,2005,2,20.5,1980
7349,2006,2,20.5,1980
7349,2007,4,20.5,1980
7349,2008,2,20.5,1980
7349,2009,2,20.5,1980
7349,2010,5,20.5,1980
7350,2000,1,19.6666666666667,1981
7350,2001,1,19.6666666666667,1981
7350,2002,1,19.6666666666667,1981
7350,2003,1,19.6666666666667,1981
7350,2004,1,19.6666666666667,1981
7350,2005,1,19.6666666666667,1981
7350,2006,1,19.6666666666667,1981
7350,2007,1,19.6666666666667,1981
7350,2008,1,19.6666666666667,1981
7350,2009,1,19.6666666666667,1981
7350,2010,1,19.6666666666667,1981
7351,2000,5,16.3333333333333,1984
7351,2001,5,16.3333333333333,1984
7351,2002,3,16.3333333333333,1984
7351,2003,3,16.3333333333333,1984
7351,2004,3,16.3333333333333,1984
7351,2005,3,16.3333333333333,1984
7351,2006,3,16.3333333333333,1984
7351,2007,2,16.3333333333333,1984
7351,2008,6,16.3333333333333,1984
7351,2009,6,16.3333333333333,1984
7351,2010,5,16.3333333333333,1984
7356,2000,4,18.3333333333333,1982
7356,2001,4,18.3333333333333,1982
7356,2002,2,18.3333333333333,1982
7356,2003,2,18.3333333333333,1982
7356,2004,6,18.3333333333333,1982
7356,2005,2,18.3333333333333,1982
7356,2006,3,18.3333333333333,1982
7356,2007,2,18.3333333333333,1982
7356,2008,4,18.3333333333333,1982
7356,2009,1,18.3333333333333,1982
7356,2010,2,18.3333333333333,1982
7357,2000,6,19.25,1981
7357,2001,2,19.25,1981
7357,2002,4,19.25,1981
7357,2003,3,19.25,1981
7357,2004,5,19.25,1981
7357,2005,3,19.25,1981
7357,2006,3,19.25,1981
7357,2007,3,19.25,1981
7357,2008,3,19.25,1981
7357,2009,3,19.25,1981
7357,2010,3,19.25,1981
7358,2000,6,16.0833333333333,1984
7358,2001,6,16.0833333333333,1984
7358,2002,6,16.0833333333333,1984
7358,2003,6,16.0833333333333,1984
7358,2004,1,16.0833333333333,1984
7358,2005,2,16.0833333333333,1984
7358,2006,1,16.0833333333333,1984
7358,2007,1,16.0833333333333,1984
7358,2008,1,16.0833333333333,1984
7358,2009,1,16.0833333333333,1984
7358,2010,1,16.0833333333333,1984
7364,2000,6,18.9166666666667,1982
7364,2001,6,18.9166666666667,1982
7364,2002,6,18.9166666666667,1982
7364,2003,3,18.9166666666667,1982
7364,2004,6,18.9166666666667,1982
7364,2005,6,18.9166666666667,1982
7364,2006,2,18.9166666666667,1982
7364,2007,2,18.9166666666667,1982
7364,2008,2,18.9166666666667,1982
7364,2009,2,18.9166666666667,1982
7364,2010,1,18.9166666666667,1982
7365,2000,2,20.0833333333333,1980
7365,2001,3,20.0833333333333,1980
7365,2002,2,20.0833333333333,1980
7365,2003,6,20.0833333333333,1980
7365,2004,3,20.0833333333333,1980
7365,2005,3,20.0833333333333,1980
7365,2006,5,20.0833333333333,1980
7365,2007,5,20.0833333333333,1980
7365,2008,5,20.0833333333333,1980
7365,2009,7,20.0833333333333,1980
7365,2010,5,20.0833333333333,1980
7366,2000,3,19.0833333333333,1981
7366,2001,2,19.0833333333333,1981
7366,2002,3,19.0833333333333,1981
7366,2003,2,19.0833333333333,1981
7366,2004,3,19.0833333333333,1981
7366,2005,6,19.0833333333333,1981
7366,2006,6,19.0833333333333,1981
7366,2007,5,19.0833333333333,1981
7366,2008,5,19.0833333333333,1981
7366,2009,6,19.0833333333333,1981
7366,2010,6,19.0833333333333,1981
7367,2000,1,18.3333333333333,1982
7367,2001,2,18.3333333333333,1982
7367,2002,2,18.3333333333333,1982
7367,2003,2,18.3333333333333,1982
7367,2004,2,18.3333333333333,1982
7367,2005,3,18.3333333333333,1982
7367,2006,6,18.3333333333333,1982
7367,2007,5,18.3333333333333,1982
7367,2008,5,18.3333333333333,1982
7367,2009,4,18.3333333333333,1982
7367,2010,1,18.3333333333333,1982
7370,2000,6,19,1982
7370,2001,7,19,1982
7370,2002,8,19,1982
7370,2003,3,19,1982
7370,2004,3,19,1982
7370,2005,1,19,1982
7370,2006,6,19,1982
7370,2007,7,19,1982
7370,2008,8,19,1982
7370,2009,7,19,1982
7370,2010,1,19,1982
7371,2000,7,16.25,1984
7371,2001,7,16.25,1984
7371,2002,6,16.25,1984
7371,2003,2,16.25,1984
7371,2004,7,16.25,1984
7371,2005,7,16.25,1984
7371,2006,6,16.25,1984
7371,2007,2,16.25,1984
7371,2008,7,16.25,1984
7371,2009,2,16.25,1984
7371,2010,2,16.25,1984
7372,2000,7,17.3333333333333,1983
7372,2001,7,17.3333333333333,1983
7372,2002,6,17.3333333333333,1983
7372,2003,6,17.3333333333333,1983
7372,2004,5,17.3333333333333,1983
7372,2005,5,17.3333333333333,1983
7372,2006,6,17.3333333333333,1983
7372,2007,6,17.3333333333333,1983
7372,2008,6,17.3333333333333,1983
7372,2009,6,17.3333333333333,1983
7372,2010,6,17.3333333333333,1983
7373,2000,6,19.5,1981
7373,2001,6,19.5,1981
7373,2002,6,19.5,1981
7373,2003,5,19.5,1981
7373,2004,6,19.5,1981
7373,2005,1,19.5,1981
7373,2006,5,19.5,1981
7373,2007,6,19.5,1981
7373,2008,6,19.5,1981
7373,2009,5,19.5,1981
7373,2010,6,19.5,1981
7374,2000,6,17.8333333333333,1983
7374,2001,7,17.8333333333333,1983
7374,2002,7,17.8333333333333,1983
7374,2003,7,17.8333333333333,1983
7374,2004,7,17.8333333333333,1983
7374,2005,7,17.8333333333333,1983
7374,2006,7,17.8333333333333,1983
7374,2007,7,17.8333333333333,1983
7374,2008,7,17.8333333333333,1983
7374,2009,7,17.8333333333333,1983
7374,2010,7,17.8333333333333,1983
7378,2000,6,16.5,1984
7378,2001,3,16.5,1984
7378,2002,4,16.5,1984
7378,2003,4,16.5,1984
7378,2004,5,16.5,1984
7378,2005,4,16.5,1984
7378,2006,2,16.5,1984
7378,2007,1,16.5,1984
7378,2008,1,16.5,1984
7378,2009,2,16.5,1984
7378,2010,1,16.5,1984
7379,2000,3,20.6666666666667,1980
7379,2001,5,20.6666666666667,1980
7379,2002,1,20.6666666666667,1980
7379,2003,1,20.6666666666667,1980
7379,2004,1,20.6666666666667,1980
7379,2005,1,20.6666666666667,1980
7379,2006,1,20.6666666666667,1980
7379,2007,4,20.6666666666667,1980
7379,2008,2,20.6666666666667,1980
7379,2009,2,20.6666666666667,1980
7379,2010,6,20.6666666666667,1980
7380,2000,1,17.75,1983
7380,2001,2,17.75,1983
7380,2002,2,17.75,1983
7380,2003,2,17.75,1983
7380,2004,2,17.75,1983
7380,2005,2,17.75,1983
7380,2006,5,17.75,1983
