"id","age2000","time","attend"
23,17.0833333333333,2002,3
23,17.0833333333333,2003,5
23,17.0833333333333,2004,2
23,17.0833333333333,2005,2
23,17.0833333333333,2006,4
23,17.0833333333333,2007,2
23,17.0833333333333,2008,4
23,17.0833333333333,2009,1
23,17.0833333333333,2010,6
24,16.5,2000,1
24,16.5,2001,1
24,16.5,2002,1
24,16.5,2003,1
24,16.5,2004,2
24,16.5,2005,1
24,16.5,2006,1
24,16.5,2007,1
24,16.5,2008,1
24,16.5,2009,1
24,16.5,2010,1
25,17.25,2000,5
25,17.25,2001,7
25,17.25,2002,7
25,17.25,2003,2
25,17.25,2004,7
25,17.25,2005,5
25,17.25,2006,7
25,17.25,2007,5
25,17.25,2008,7
25,17.25,2009,7
25,17.25,2010,7
27,19.4166666666667,2000,2
27,19.4166666666667,2001,2
27,19.4166666666667,2002,2
27,19.4166666666667,2003,4
27,19.4166666666667,2004,2
27,19.4166666666667,2005,1
27,19.4166666666667,2006,1
27,19.4166666666667,2007,1
27,19.4166666666667,2008,1
27,19.4166666666667,2009,1
27,19.4166666666667,2010,1
28,17.9166666666667,2000,6
28,17.9166666666667,2001,6
28,17.9166666666667,2002,6
28,17.9166666666667,2003,6
28,17.9166666666667,2004,6
28,17.9166666666667,2005,6
28,17.9166666666667,2006,6
28,17.9166666666667,2007,6
28,17.9166666666667,2008,5
28,17.9166666666667,2009,2
28,17.9166666666667,2010,4
33,21,2000,2
33,21,2001,3
33,21,2002,2
33,21,2003,2
33,21,2004,2
33,21,2005,3
33,21,2006,2
33,21,2007,3
33,21,2008,2
33,21,2009,2
33,21,2010,2
34,17,2000,3
34,17,2001,2
34,17,2002,2
34,17,2003,2
34,17,2004,2
34,17,2005,2
34,17,2006,1
34,17,2007,1
34,17,2008,1
34,17,2009,1
34,17,2010,1
35,17.0833333333333,2000,1
35,17.0833333333333,2001,1
35,17.0833333333333,2002,1
35,17.0833333333333,2003,1
35,17.0833333333333,2004,1
35,17.0833333333333,2005,1
35,17.0833333333333,2006,1
35,17.0833333333333,2007,1
35,17.0833333333333,2008,1
35,17.0833333333333,2009,1
35,17.0833333333333,2010,1
37,20.9166666666667,2000,1
37,20.9166666666667,2001,1
37,20.9166666666667,2002,2
37,20.9166666666667,2003,1
37,20.9166666666667,2004,1
37,20.9166666666667,2005,2
37,20.9166666666667,2006,1
37,20.9166666666667,2007,2
37,20.9166666666667,2008,1
37,20.9166666666667,2009,1
37,20.9166666666667,2010,1
38,19.75,2000,1
38,19.75,2001,1
38,19.75,2002,3
38,19.75,2003,1
38,19.75,2004,1
38,19.75,2005,1
38,19.75,2006,1
38,19.75,2007,1
38,19.75,2008,1
38,19.75,2009,1
38,19.75,2010,1
41,17.0833333333333,2000,2
41,17.0833333333333,2001,2
41,17.0833333333333,2002,1
41,17.0833333333333,2003,1
41,17.0833333333333,2004,1
41,17.0833333333333,2005,1
41,17.0833333333333,2006,1
41,17.0833333333333,2007,1
41,17.0833333333333,2008,1
41,17.0833333333333,2009,2
41,17.0833333333333,2010,1
42,17.6666666666667,2000,1
42,17.6666666666667,2001,2
42,17.6666666666667,2002,1
42,17.6666666666667,2003,1
42,17.6666666666667,2004,1
42,17.6666666666667,2005,1
42,17.6666666666667,2006,1
42,17.6666666666667,2007,1
42,17.6666666666667,2008,1
42,17.6666666666667,2009,1
42,17.6666666666667,2010,1
44,20,2000,7
44,20,2001,7
44,20,2002,7
44,20,2003,7
44,20,2004,7
44,20,2005,6
44,20,2006,7
44,20,2007,7
44,20,2008,7
44,20,2009,7
44,20,2010,2
45,16.1666666666667,2000,3
45,16.1666666666667,2001,1
45,16.1666666666667,2002,1
45,16.1666666666667,2003,1
45,16.1666666666667,2004,5
45,16.1666666666667,2005,1
45,16.1666666666667,2006,1
45,16.1666666666667,2007,2
45,16.1666666666667,2008,1
45,16.1666666666667,2009,2
45,16.1666666666667,2010,1
47,18.75,2000,5
47,18.75,2001,2
47,18.75,2002,4
47,18.75,2003,2
47,18.75,2004,3
47,18.75,2005,2
47,18.75,2006,2
47,18.75,2007,3
47,18.75,2008,2
47,18.75,2009,1
47,18.75,2010,1
48,17.5833333333333,2000,3
48,17.5833333333333,2001,3
48,17.5833333333333,2002,3
48,17.5833333333333,2003,1
48,17.5833333333333,2004,2
48,17.5833333333333,2005,5
48,17.5833333333333,2006,3
48,17.5833333333333,2007,4
48,17.5833333333333,2008,3
48,17.5833333333333,2009,2
48,17.5833333333333,2010,2
49,19,2000,2
49,19,2001,1
49,19,2002,1
49,19,2003,1
49,19,2004,2
49,19,2005,1
49,19,2006,1
49,19,2007,2
49,19,2008,2
49,19,2009,2
49,19,2010,2
52,18,2000,1
52,18,2001,2
52,18,2002,3
52,18,2003,2
52,18,2004,2
52,18,2005,4
52,18,2006,3
52,18,2007,2
52,18,2008,2
52,18,2009,3
52,18,2010,1
53,16.3333333333333,2000,2
53,16.3333333333333,2001,3
53,16.3333333333333,2002,2
53,16.3333333333333,2003,2
53,16.3333333333333,2004,1
53,16.3333333333333,2005,2
53,16.3333333333333,2006,1
53,16.3333333333333,2007,2
53,16.3333333333333,2008,1
53,16.3333333333333,2009,1
53,16.3333333333333,2010,1
54,17,2000,1
54,17,2001,1
54,17,2002,2
54,17,2003,2
54,17,2004,3
54,17,2005,1
54,17,2006,2
54,17,2007,5
54,17,2008,2
54,17,2009,3
54,17,2010,2
55,19.1666666666667,2000,1
55,19.1666666666667,2001,2
55,19.1666666666667,2002,2
55,19.1666666666667,2003,2
55,19.1666666666667,2004,4
55,19.1666666666667,2005,1
55,19.1666666666667,2006,1
55,19.1666666666667,2007,6
55,19.1666666666667,2008,3
55,19.1666666666667,2009,3
55,19.1666666666667,2010,2
56,18.1666666666667,2000,5
56,18.1666666666667,2001,3
56,18.1666666666667,2002,3
56,18.1666666666667,2003,2
56,18.1666666666667,2004,3
56,18.1666666666667,2005,3
56,18.1666666666667,2006,3
56,18.1666666666667,2007,2
56,18.1666666666667,2008,3
56,18.1666666666667,2009,2
56,18.1666666666667,2010,2
57,19,2000,7
57,19,2001,7
57,19,2002,3
57,19,2003,5
57,19,2004,6
57,19,2005,5
57,19,2006,2
57,19,2007,8
57,19,2008,3
57,19,2009,6
57,19,2010,2
59,19.3333333333333,2000,6
59,19.3333333333333,2001,6
59,19.3333333333333,2002,6
59,19.3333333333333,2003,6
59,19.3333333333333,2004,2
59,19.3333333333333,2005,4
59,19.3333333333333,2006,4
59,19.3333333333333,2007,2
59,19.3333333333333,2008,3
59,19.3333333333333,2009,1
59,19.3333333333333,2010,3
60,16.0833333333333,2000,6
60,16.0833333333333,2001,6
60,16.0833333333333,2002,3
60,16.0833333333333,2003,5
60,16.0833333333333,2004,4
60,16.0833333333333,2005,4
60,16.0833333333333,2006,4
60,16.0833333333333,2007,3
60,16.0833333333333,2008,3
60,16.0833333333333,2009,4
60,16.0833333333333,2010,1
61,17.4166666666667,2000,1
61,17.4166666666667,2001,1
61,17.4166666666667,2002,1
61,17.4166666666667,2003,1
61,17.4166666666667,2004,2
61,17.4166666666667,2005,3
61,17.4166666666667,2006,2
61,17.4166666666667,2007,4
61,17.4166666666667,2008,1
61,17.4166666666667,2009,2
61,17.4166666666667,2010,2
62,20.25,2000,2
62,20.25,2001,1
62,20.25,2002,1
62,20.25,2003,1
62,20.25,2004,3
62,20.25,2005,1
62,20.25,2006,1
62,20.25,2007,1
62,20.25,2008,1
62,20.25,2009,2
62,20.25,2010,1
63,16.8333333333333,2000,6
63,16.8333333333333,2001,1
63,16.8333333333333,2002,4
63,16.8333333333333,2003,3
63,16.8333333333333,2004,3
63,16.8333333333333,2005,3
63,16.8333333333333,2006,2
63,16.8333333333333,2007,3
63,16.8333333333333,2008,2
63,16.8333333333333,2009,3
63,16.8333333333333,2010,3
67,20.9166666666667,2000,2
67,20.9166666666667,2001,1
67,20.9166666666667,2002,2
67,20.9166666666667,2003,1
67,20.9166666666667,2004,1
67,20.9166666666667,2005,1
67,20.9166666666667,2006,4
67,20.9166666666667,2007,2
67,20.9166666666667,2008,1
67,20.9166666666667,2009,6
67,20.9166666666667,2010,2
68,19.0833333333333,2000,2
68,19.0833333333333,2001,2
68,19.0833333333333,2002,8
68,19.0833333333333,2003,6
68,19.0833333333333,2004,3
68,19.0833333333333,2005,6
68,19.0833333333333,2006,6
68,19.0833333333333,2007,2
68,19.0833333333333,2008,6
68,19.0833333333333,2009,8
68,19.0833333333333,2010,8
69,19.5833333333333,2000,7
69,19.5833333333333,2001,7
69,19.5833333333333,2002,6
69,19.5833333333333,2003,7
69,19.5833333333333,2004,2
69,19.5833333333333,2005,7
69,19.5833333333333,2006,6
69,19.5833333333333,2007,7
69,19.5833333333333,2008,6
69,19.5833333333333,2009,6
69,19.5833333333333,2010,6
70,18.6666666666667,2000,6
70,18.6666666666667,2001,6
70,18.6666666666667,2002,6
70,18.6666666666667,2003,6
70,18.6666666666667,2004,6
70,18.6666666666667,2005,5
70,18.6666666666667,2006,4
70,18.6666666666667,2007,4
70,18.6666666666667,2008,2
70,18.6666666666667,2009,4
70,18.6666666666667,2010,3
71,20.0833333333333,2000,1
71,20.0833333333333,2001,1
71,20.0833333333333,2002,1
71,20.0833333333333,2003,1
71,20.0833333333333,2004,2
71,20.0833333333333,2005,2
71,20.0833333333333,2006,1
71,20.0833333333333,2007,1
71,20.0833333333333,2008,1
71,20.0833333333333,2009,1
71,20.0833333333333,2010,1
75,18.0833333333333,2000,1
75,18.0833333333333,2001,1
75,18.0833333333333,2002,1
75,18.0833333333333,2003,1
75,18.0833333333333,2004,1
75,18.0833333333333,2005,1
75,18.0833333333333,2006,1
75,18.0833333333333,2007,6
75,18.0833333333333,2008,6
75,18.0833333333333,2009,6
75,18.0833333333333,2010,6
76,18.0833333333333,2000,1
76,18.0833333333333,2001,1
76,18.0833333333333,2002,1
76,18.0833333333333,2003,1
76,18.0833333333333,2004,1
76,18.0833333333333,2005,1
76,18.0833333333333,2006,1
76,18.0833333333333,2007,1
76,18.0833333333333,2008,1
76,18.0833333333333,2009,1
76,18.0833333333333,2010,1
78,19.5833333333333,2000,1
78,19.5833333333333,2001,1
78,19.5833333333333,2002,1
78,19.5833333333333,2003,1
78,19.5833333333333,2004,2
78,19.5833333333333,2005,1
78,19.5833333333333,2006,1
78,19.5833333333333,2007,1
78,19.5833333333333,2008,1
78,19.5833333333333,2009,1
78,19.5833333333333,2010,1
79,18,2000,4
79,18,2001,1
79,18,2002,1
79,18,2003,1
79,18,2004,1
79,18,2005,1
79,18,2006,1
79,18,2007,1
79,18,2008,1
79,18,2009,1
79,18,2010,1
80,19.5,2000,2
80,19.5,2001,1
80,19.5,2002,1
80,19.5,2003,1
80,19.5,2004,1
80,19.5,2005,1
80,19.5,2006,1
80,19.5,2007,1
80,19.5,2008,2
80,19.5,2009,2
80,19.5,2010,1
83,19.75,2000,3
83,19.75,2001,4
83,19.75,2002,5
83,19.75,2003,3
83,19.75,2004,1
83,19.75,2005,1
83,19.75,2006,2
83,19.75,2007,2
83,19.75,2008,2
83,19.75,2009,2
83,19.75,2010,1
85,16.1666666666667,2000,2
85,16.1666666666667,2001,1
85,16.1666666666667,2002,4
85,16.1666666666667,2003,1
85,16.1666666666667,2004,1
85,16.1666666666667,2005,1
85,16.1666666666667,2006,1
85,16.1666666666667,2007,1
85,16.1666666666667,2008,1
85,16.1666666666667,2009,2
85,16.1666666666667,2010,1
86,20.8333333333333,2000,1
86,20.8333333333333,2001,4
86,20.8333333333333,2002,1
86,20.8333333333333,2003,1
86,20.8333333333333,2004,1
86,20.8333333333333,2005,1
86,20.8333333333333,2006,1
86,20.8333333333333,2007,1
86,20.8333333333333,2008,1
86,20.8333333333333,2009,1
86,20.8333333333333,2010,1
89,19.9166666666667,2000,6
89,19.9166666666667,2001,5
89,19.9166666666667,2002,3
89,19.9166666666667,2003,2
89,19.9166666666667,2004,1
89,19.9166666666667,2005,1
89,19.9166666666667,2006,1
89,19.9166666666667,2007,1
89,19.9166666666667,2008,1
89,19.9166666666667,2009,1
89,19.9166666666667,2010,1
90,19.9166666666667,2000,2
90,19.9166666666667,2001,2
90,19.9166666666667,2002,3
90,19.9166666666667,2003,3
90,19.9166666666667,2004,2
90,19.9166666666667,2005,2
90,19.9166666666667,2006,2
90,19.9166666666667,2007,2
90,19.9166666666667,2008,2
90,19.9166666666667,2009,2
90,19.9166666666667,2010,2
91,18.75,2000,4
91,18.75,2001,2
91,18.75,2002,4
91,18.75,2003,2
91,18.75,2004,3
91,18.75,2005,3
91,18.75,2006,2
91,18.75,2007,2
91,18.75,2008,4
91,18.75,2009,2
91,18.75,2010,1
92,17.3333333333333,2000,1
92,17.3333333333333,2001,1
92,17.3333333333333,2002,1
92,17.3333333333333,2003,1
92,17.3333333333333,2004,2
92,17.3333333333333,2005,2
92,17.3333333333333,2006,2
92,17.3333333333333,2007,4
92,17.3333333333333,2008,2
92,17.3333333333333,2009,2
92,17.3333333333333,2010,2
97,20.5,2000,1
97,20.5,2001,1
97,20.5,2002,2
97,20.5,2003,1
97,20.5,2004,3
97,20.5,2005,6
97,20.5,2006,6
97,20.5,2007,6
97,20.5,2008,6
97,20.5,2009,6
97,20.5,2010,1
100,19.0833333333333,2000,2
100,19.0833333333333,2001,2
100,19.0833333333333,2002,1
100,19.0833333333333,2003,1
100,19.0833333333333,2004,2
100,19.0833333333333,2005,1
100,19.0833333333333,2006,2
100,19.0833333333333,2007,2
100,19.0833333333333,2008,2
100,19.0833333333333,2009,4
100,19.0833333333333,2010,2
101,19.5833333333333,2000,7
101,19.5833333333333,2001,3
101,19.5833333333333,2002,4
101,19.5833333333333,2003,5
101,19.5833333333333,2004,4
101,19.5833333333333,2005,2
101,19.5833333333333,2006,5
101,19.5833333333333,2007,6
101,19.5833333333333,2008,6
101,19.5833333333333,2009,5
101,19.5833333333333,2010,2
104,20.9166666666667,2000,1
104,20.9166666666667,2001,1
104,20.9166666666667,2002,1
104,20.9166666666667,2003,2
104,20.9166666666667,2004,1
104,20.9166666666667,2005,2
104,20.9166666666667,2006,2
104,20.9166666666667,2007,2
104,20.9166666666667,2008,1
104,20.9166666666667,2009,2
104,20.9166666666667,2010,3
105,17.6666666666667,2000,1
105,17.6666666666667,2001,3
105,17.6666666666667,2002,2
105,17.6666666666667,2003,3
105,17.6666666666667,2004,1
105,17.6666666666667,2005,1
105,17.6666666666667,2006,1
105,17.6666666666667,2007,3
105,17.6666666666667,2008,2
105,17.6666666666667,2009,3
105,17.6666666666667,2010,3
107,18.6666666666667,2000,6
107,18.6666666666667,2001,3
107,18.6666666666667,2002,2
107,18.6666666666667,2003,4
107,18.6666666666667,2004,5
107,18.6666666666667,2005,3
107,18.6666666666667,2006,3
107,18.6666666666667,2007,3
107,18.6666666666667,2008,3
107,18.6666666666667,2009,3
107,18.6666666666667,2010,2
108,16.75,2000,6
108,16.75,2001,6
108,16.75,2002,3
108,16.75,2003,3
108,16.75,2004,2
108,16.75,2005,4
108,16.75,2006,2
108,16.75,2007,2
108,16.75,2008,2
108,16.75,2009,2
108,16.75,2010,1
109,18.25,2000,5
109,18.25,2001,2
109,18.25,2002,2
109,18.25,2003,1
109,18.25,2004,1
109,18.25,2005,1
109,18.25,2006,1
109,18.25,2007,1
109,18.25,2008,1
109,18.25,2009,2
109,18.25,2010,1
110,16.1666666666667,2000,3
110,16.1666666666667,2001,3
110,16.1666666666667,2002,2
110,16.1666666666667,2003,2
110,16.1666666666667,2004,2
110,16.1666666666667,2005,1
110,16.1666666666667,2006,1
110,16.1666666666667,2007,2
110,16.1666666666667,2008,1
110,16.1666666666667,2009,2
110,16.1666666666667,2010,2
114,18.5833333333333,2000,2
114,18.5833333333333,2001,1
114,18.5833333333333,2002,1
114,18.5833333333333,2003,1
114,18.5833333333333,2004,1
114,18.5833333333333,2005,3
114,18.5833333333333,2006,2
114,18.5833333333333,2007,1
114,18.5833333333333,2008,1
114,18.5833333333333,2009,1
114,18.5833333333333,2010,2
122,16.5,2000,6
122,16.5,2001,5
122,16.5,2002,1
122,16.5,2003,1
122,16.5,2004,4
122,16.5,2005,1
122,16.5,2006,1
122,16.5,2007,1
122,16.5,2008,2
122,16.5,2009,1
122,16.5,2010,1
126,19.4166666666667,2000,2
126,19.4166666666667,2001,2
126,19.4166666666667,2002,2
126,19.4166666666667,2003,2
126,19.4166666666667,2004,2
126,19.4166666666667,2005,5
126,19.4166666666667,2006,2
126,19.4166666666667,2007,1
126,19.4166666666667,2008,2
126,19.4166666666667,2009,1
126,19.4166666666667,2010,2
127,18.25,2000,2
127,18.25,2001,6
127,18.25,2002,2
127,18.25,2003,6
127,18.25,2004,6
127,18.25,2005,6
127,18.25,2006,4
127,18.25,2007,4
127,18.25,2008,5
127,18.25,2009,2
127,18.25,2010,2
135,19.3333333333333,2000,1
135,19.3333333333333,2001,1
135,19.3333333333333,2002,1
135,19.3333333333333,2003,1
135,19.3333333333333,2004,1
135,19.3333333333333,2005,1
135,19.3333333333333,2006,1
135,19.3333333333333,2007,1
135,19.3333333333333,2008,1
135,19.3333333333333,2009,1
135,19.3333333333333,2010,1
137,20.4166666666667,2000,6
137,20.4166666666667,2001,2
137,20.4166666666667,2002,3
137,20.4166666666667,2003,3
137,20.4166666666667,2004,4
137,20.4166666666667,2005,1
137,20.4166666666667,2006,3
137,20.4166666666667,2007,3
137,20.4166666666667,2008,3
137,20.4166666666667,2009,3
137,20.4166666666667,2010,3
138,16.3333333333333,2000,6
138,16.3333333333333,2001,4
138,16.3333333333333,2002,6
138,16.3333333333333,2003,2
138,16.3333333333333,2004,1
138,16.3333333333333,2005,1
138,16.3333333333333,2006,1
138,16.3333333333333,2007,1
138,16.3333333333333,2008,2
138,16.3333333333333,2009,1
138,16.3333333333333,2010,1
144,18.6666666666667,2000,6
144,18.6666666666667,2001,6
144,18.6666666666667,2002,6
144,18.6666666666667,2003,6
144,18.6666666666667,2004,5
144,18.6666666666667,2005,2
144,18.6666666666667,2006,4
144,18.6666666666667,2007,4
144,18.6666666666667,2008,2
144,18.6666666666667,2009,3
144,18.6666666666667,2010,3
145,16.3333333333333,2000,6
145,16.3333333333333,2001,6
145,16.3333333333333,2002,6
145,16.3333333333333,2003,5
145,16.3333333333333,2004,4
145,16.3333333333333,2005,3
145,16.3333333333333,2006,2
145,16.3333333333333,2007,3
145,16.3333333333333,2008,4
145,16.3333333333333,2009,3
145,16.3333333333333,2010,4
147,16.1666666666667,2000,2
147,16.1666666666667,2001,2
147,16.1666666666667,2002,2
147,16.1666666666667,2003,3
147,16.1666666666667,2004,5
147,16.1666666666667,2005,1
147,16.1666666666667,2006,1
147,16.1666666666667,2007,1
147,16.1666666666667,2008,1
147,16.1666666666667,2009,1
147,16.1666666666667,2010,1
148,18.8333333333333,2000,1
148,18.8333333333333,2001,1
148,18.8333333333333,2002,1
148,18.8333333333333,2003,2
148,18.8333333333333,2004,2
148,18.8333333333333,2005,2
148,18.8333333333333,2006,1
148,18.8333333333333,2007,1
148,18.8333333333333,2008,1
148,18.8333333333333,2009,1
148,18.8333333333333,2010,1
149,17.3333333333333,2000,5
149,17.3333333333333,2001,6
149,17.3333333333333,2002,6
149,17.3333333333333,2003,5
149,17.3333333333333,2004,5
149,17.3333333333333,2005,4
149,17.3333333333333,2006,4
149,17.3333333333333,2007,5
149,17.3333333333333,2008,5
149,17.3333333333333,2009,2
149,17.3333333333333,2010,3
150,16.1666666666667,2000,6
150,16.1666666666667,2001,5
150,16.1666666666667,2002,3
150,16.1666666666667,2003,1
150,16.1666666666667,2004,3
150,16.1666666666667,2005,2
150,16.1666666666667,2006,3
150,16.1666666666667,2007,3
150,16.1666666666667,2008,4
150,16.1666666666667,2009,7
150,16.1666666666667,2010,4
155,20.1666666666667,2000,5
155,20.1666666666667,2001,5
155,20.1666666666667,2002,4
155,20.1666666666667,2003,2
155,20.1666666666667,2004,1
155,20.1666666666667,2005,1
155,20.1666666666667,2006,1
155,20.1666666666667,2007,1
155,20.1666666666667,2008,1
155,20.1666666666667,2009,1
155,20.1666666666667,2010,1
156,18.9166666666667,2000,3
156,18.9166666666667,2001,3
156,18.9166666666667,2002,3
156,18.9166666666667,2003,4
156,18.9166666666667,2004,2
156,18.9166666666667,2005,1
156,18.9166666666667,2006,2
156,18.9166666666667,2007,1
156,18.9166666666667,2008,2
156,18.9166666666667,2009,2
156,18.9166666666667,2010,2
157,18.25,2000,1
157,18.25,2001,1
157,18.25,2002,1
157,18.25,2003,1
157,18.25,2004,1
157,18.25,2005,1
157,18.25,2006,1
157,18.25,2007,1
157,18.25,2008,1
157,18.25,2009,1
157,18.25,2010,1
158,17,2000,5
158,17,2001,5
158,17,2002,2
158,17,2003,2
158,17,2004,2
158,17,2005,1
158,17,2006,2
158,17,2007,1
158,17,2008,1
158,17,2009,1
158,17,2010,1
159,20.0833333333333,2000,4
159,20.0833333333333,2001,1
159,20.0833333333333,2002,1
159,20.0833333333333,2003,2
159,20.0833333333333,2004,2
159,20.0833333333333,2005,1
159,20.0833333333333,2006,1
159,20.0833333333333,2007,2
159,20.0833333333333,2008,3
159,20.0833333333333,2009,2
159,20.0833333333333,2010,1
164,19.5833333333333,2000,1
164,19.5833333333333,2001,2
164,19.5833333333333,2002,2
164,19.5833333333333,2003,2
164,19.5833333333333,2004,2
164,19.5833333333333,2005,2
164,19.5833333333333,2006,2
164,19.5833333333333,2007,2
164,19.5833333333333,2008,1
164,19.5833333333333,2009,2
164,19.5833333333333,2010,2
165,20.3333333333333,2000,2
165,20.3333333333333,2001,5
165,20.3333333333333,2002,3
165,20.3333333333333,2003,3
165,20.3333333333333,2004,1
165,20.3333333333333,2005,3
165,20.3333333333333,2006,3
165,20.3333333333333,2007,3
165,20.3333333333333,2008,5
165,20.3333333333333,2009,3
165,20.3333333333333,2010,3
166,18.75,2000,3
166,18.75,2001,3
166,18.75,2002,3
166,18.75,2003,2
166,18.75,2004,3
166,18.75,2005,2
166,18.75,2006,3
166,18.75,2007,2
166,18.75,2008,2
166,18.75,2009,2
166,18.75,2010,2
167,16.9166666666667,2000,7
167,16.9166666666667,2001,2
167,16.9166666666667,2002,6
167,16.9166666666667,2003,6
167,16.9166666666667,2004,6
167,16.9166666666667,2005,3
167,16.9166666666667,2006,5
167,16.9166666666667,2007,1
167,16.9166666666667,2008,1
167,16.9166666666667,2009,1
167,16.9166666666667,2010,1
169,17.0833333333333,2000,6
169,17.0833333333333,2001,3
169,17.0833333333333,2002,2
169,17.0833333333333,2003,1
169,17.0833333333333,2004,2
169,17.0833333333333,2005,2
169,17.0833333333333,2006,2
169,17.0833333333333,2007,1
169,17.0833333333333,2008,2
169,17.0833333333333,2009,1
169,17.0833333333333,2010,2
170,16.6666666666667,2000,4
170,16.6666666666667,2001,3
170,16.6666666666667,2002,3
170,16.6666666666667,2003,3
170,16.6666666666667,2004,2
170,16.6666666666667,2005,1
170,16.6666666666667,2006,1
170,16.6666666666667,2007,2
170,16.6666666666667,2008,1
170,16.6666666666667,2009,2
170,16.6666666666667,2010,2
171,16.5833333333333,2000,3
171,16.5833333333333,2001,1
171,16.5833333333333,2002,5
171,16.5833333333333,2003,6
171,16.5833333333333,2004,6
171,16.5833333333333,2005,7
171,16.5833333333333,2006,7
171,16.5833333333333,2007,7
171,16.5833333333333,2008,7
171,16.5833333333333,2009,6
171,16.5833333333333,2010,6
176,18.75,2000,6
176,18.75,2001,6
176,18.75,2002,6
176,18.75,2003,6
176,18.75,2004,6
176,18.75,2005,6
176,18.75,2006,6
176,18.75,2007,6
176,18.75,2008,6
176,18.75,2009,6
176,18.75,2010,6
177,20.9166666666667,2000,2
177,20.9166666666667,2001,1
177,20.9166666666667,2002,2
177,20.9166666666667,2003,2
177,20.9166666666667,2004,2
177,20.9166666666667,2005,2
177,20.9166666666667,2006,2
177,20.9166666666667,2007,2
177,20.9166666666667,2008,2
177,20.9166666666667,2009,2
177,20.9166666666667,2010,2
181,18.9166666666667,2000,6
181,18.9166666666667,2001,5
181,18.9166666666667,2002,3
181,18.9166666666667,2003,3
181,18.9166666666667,2004,2
181,18.9166666666667,2005,4
181,18.9166666666667,2006,2
181,18.9166666666667,2007,1
181,18.9166666666667,2008,1
181,18.9166666666667,2009,1
181,18.9166666666667,2010,1
182,16.4166666666667,2000,6
182,16.4166666666667,2001,6
182,16.4166666666667,2002,5
182,16.4166666666667,2003,2
182,16.4166666666667,2004,3
182,16.4166666666667,2005,3
182,16.4166666666667,2006,2
182,16.4166666666667,2007,3
182,16.4166666666667,2008,3
182,16.4166666666667,2009,3
182,16.4166666666667,2010,2
183,21,2000,2
183,21,2001,1
183,21,2002,1
183,21,2003,1
183,21,2004,1
183,21,2005,1
183,21,2006,1
183,21,2007,2
183,21,2008,1
183,21,2009,1
183,21,2010,1
185,19.5,2000,1
185,19.5,2001,1
185,19.5,2002,1
185,19.5,2003,1
185,19.5,2004,1
185,19.5,2005,1
185,19.5,2006,2
185,19.5,2007,2
185,19.5,2008,6
185,19.5,2009,2
185,19.5,2010,6
187,17.75,2000,1
187,17.75,2001,1
187,17.75,2002,1
187,17.75,2003,1
187,17.75,2004,1
187,17.75,2005,1
187,17.75,2006,1
187,17.75,2007,2
187,17.75,2008,1
187,17.75,2009,2
187,17.75,2010,1
